Season,City,Climate Zone,Building Type,Building Function,Floors,Building Operation Mode,Room Length x Width (m^2),Room Height (m),Sex,Age,Height (m),Weight (kg),Living Years,Clothing Insulation (clo),Metabolic Rate (met),Indoor Air Temperature (¡æ),Indoor Relative Humidity (%),Indoor Air Velocity (m/s),Globe Temperature (¡æ),Indoor Air Temperature 1 (¡æ),Indoor Relative Humidity 1 (%),Indoor Air Velocity 1 (m/s),Globe Temperature 1 (¡æ),Indoor Air Temperature 2 (¡æ),Indoor Relative Humidity 2 (%),Indoor Air Velocity 2 (m/s),Globe Temperature 2 (¡æ),Roof Temperature (¡æ),Wall Temperature (¡æ),Floor Temperature (¡æ),Operative Temperature (¡æ),Mean Radiant Temperature (¡æ),Radiant Temperature Asymmetry (¡æ),Real-Time Outdoor Temperature (¡æ),Mean Daily Outdoor Temperature (¡æ),Monthly Mean Outdoor Temperature (¡æ),7-Day Running Mean Outdoor Temperature (¡æ),15-Day Running Mean Outdoor Temperature (¡æ),Mean Daily Outdoor Relative Humidity (%),Mean Daily Outdoor Air Velocity (m/s)
Summer Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Male,22,,,,0.6,1.0,31.0,64,,,31.0,64,,,31.0,64,0.0,31.0,,,,31.0,31.0,,,,,,,,
Summer Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Male,21,,,,0.6,1.0,31.5,64,,,31.5,64,,,31.5,64,0.0,31.5,,,,31.5,31.5,,,,,,,,
Summer Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Male,21,,,,0.6,1.0,31.0,57,,,31.0,57,,,31.0,57,0.0,31.0,,,,31.0,31.0,,,,,,,,
Summer Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Educationnal,Classroom,,Naturally Ventilated,,,Male,22,,,,0.6,1.0,31.0,60,,,31.0,60,,,31.0,60,0.0,31.0,,,,31.0,31.0,,,,,,,,
Summer Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Male,22,,,,0.6,1.0,31.0,60,,,31.0,60,,,31.0,60,0.0,31.0,,,,31.0,31.0,,,,,,,,
Summer Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Male,21,,,,0.6,1.0,31.0,60,,,31.0,60,,,31.0,60,0.0,31.0,,,,31.0,31.0,,,,,,,,
Summer Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Male,21,,,,0.6,1.0,31.0,60,,,31.0,60,,,31.0,60,0.0,31.0,,,,31.0,31.0,,,,,,,,
Summer Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Male,21,,,,0.6,1.0,31.0,60,,,31.0,60,,,31.0,60,0.0,31.0,,,,31.0,31.0,,,,,,,,
Summer Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Male,22,,,,0.6,1.0,30.0,66,,,30.0,66,,,30.0,66,0.0,30.0,,,,30.0,30.0,,,,,,,,
Summer Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Male,22,,,,0.6,1.0,30.0,66,,,30.0,66,,,30.0,66,0.0,30.0,,,,30.0,30.0,,,,,,,,
Summer Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Male,21,,,,0.6,1.0,30.0,66,,,30.0,66,,,30.0,66,0.0,30.0,,,,30.0,30.0,,,,,,,,
Summer Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Male,22,,,,0.6,1.0,30.0,66,,,30.0,66,,,30.0,66,0.0,30.0,,,,30.0,30.0,,,,,,,,
Summer Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Male,22,,,,0.6,1.0,30.0,66,,,30.0,66,,,30.0,66,0.0,30.0,,,,30.0,30.0,,,,,,,,
Summer Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Male,22,,,,0.6,1.0,30.0,67,,,30.0,67,,,30.0,67,0.0,30.0,,,,30.0,30.0,,,,,,,,
Summer Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Male,21,,,,0.6,1.0,29.8,67,,,29.8,67,,,29.8,67,0.0,29.8,,,,29.8,29.8,,,,,,,,
Summer Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Male,21,,,,0.6,1.0,29.5,67,,,29.5,67,,,29.5,67,0.0,29.5,,,,29.5,29.5,,,,,,,,
Summer Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Male,21,,,,0.6,1.0,28.6,72,,,28.6,72,,,28.6,72,0.0,28.6,,,,28.6,28.6,,,,,,,,
Summer Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Male,21,,,,0.6,1.0,28.2,72,,,28.2,72,,,28.2,72,0.0,28.2,,,,28.2,28.2,,,,,,,,
Summer Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Male,22,,,,0.6,1.0,28.2,72,,,28.2,72,,,28.2,72,0.0,28.2,,,,28.2,28.2,,,,,,,,
Summer Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Male,22,,,,0.6,1.0,28.2,72,,,28.2,72,,,28.2,72,0.0,28.2,,,,28.2,28.2,,,,,,,,
Summer Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Male,22,,,,0.6,1.0,28.5,71,,,28.5,71,,,28.5,71,0.0,28.5,,,,28.5,28.5,,,,,,,,
Summer Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Male,22,,,,0.6,1.0,28.3,70,,,28.3,70,,,28.3,70,0.0,28.3,,,,28.3,28.3,,,,,,,,
Summer Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Male,21,,,,0.6,1.0,28.2,70,,,28.2,70,,,28.2,70,0.0,28.2,,,,28.2,28.2,,,,,,,,
Summer Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Male,21,,,,0.6,1.0,28.2,68,,,28.2,68,,,28.2,68,0.0,28.2,,,,28.2,28.2,,,,,,,,
Summer Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Male,22,,,,0.6,1.0,28.8,69,,,28.8,69,,,28.8,69,0.0,28.8,,,,28.8,28.8,,,,,,,,
Summer Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Male,22,,,,0.6,1.0,28.9,69,,,28.9,69,,,28.9,69,0.0,28.9,,,,28.9,28.9,,,,,,,,
Summer Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Male,21,,,,0.6,1.0,30.0,64,,,30.0,64,,,30.0,64,0.0,30.0,,,,30.0,30.0,,,,,,,,
Summer Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Educationnal,Classroom,,Naturally Ventilated,,,Male,21,,,,0.6,1.0,31.0,58,,,31.0,58,,,31.0,58,0.0,31.0,,,,31.0,31.0,,,,,,,,
Summer Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Educationnal,Classroom,,Naturally Ventilated,,,Male,21,,,,0.6,1.0,30.0,62,,,30.0,62,,,30.0,62,0.0,30.0,,,,30.0,30.0,,,,,,,,
Summer Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Educationnal,Classroom,,Naturally Ventilated,,,Male,21,,,,0.6,1.0,29.6,62,,,29.6,62,,,29.6,62,0.0,29.6,,,,29.6,29.6,,,,,,,,
Summer Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Educationnal,Classroom,,Naturally Ventilated,,,Male,21,,,,0.6,1.0,29.6,62,,,29.6,62,,,29.6,62,0.0,29.6,,,,29.6,29.6,,,,,,,,
Summer Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Educationnal,Classroom,,Naturally Ventilated,,,Male,21,,,,0.6,1.0,29.6,62,,,29.6,62,,,29.6,62,0.0,29.6,,,,29.6,29.6,,,,,,,,
Summer Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Educationnal,Classroom,,Naturally Ventilated,,,Male,21,,,,0.6,1.0,29.0,70,,,29.0,70,,,29.0,70,0.0,29.0,,,,29.0,29.0,,,,,,,,
Summer Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Male,21,,,,0.6,1.0,29.5,69,,,29.5,69,,,29.5,69,0.0,29.5,,,,29.5,29.5,,,,,,,,
Summer Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Female,22,,,,0.59,1.0,29.5,43,,,29.5,43,,,29.5,43,0.0,29.5,,,,29.5,29.5,,,,,,,,
Summer Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Educationnal,Classroom,,Naturally Ventilated,,,Female,22,,,,0.59,1.0,29.5,43,,,29.5,43,,,29.5,43,0.0,29.5,,,,29.5,29.5,,,,,,,,
Summer Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Educationnal,Classroom,,Naturally Ventilated,,,Female,22,,,,0.59,1.0,29.2,42,,,29.2,42,,,29.2,42,0.0,29.2,,,,29.2,29.2,,,,,,,,
Summer Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Educationnal,Classroom,,Naturally Ventilated,,,Female,22,,,,0.59,1.0,30.2,41,,,30.2,41,,,30.2,41,0.0,30.2,,,,30.2,30.2,,,,,,,,
Summer Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Educationnal,Classroom,,Naturally Ventilated,,,Female,22,,,,0.59,1.0,29.0,36,,,29.0,36,,,29.0,36,0.0,29.0,,,,29.0,29.0,,,,,,,,
Summer Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Educationnal,Classroom,,Naturally Ventilated,,,Female,22,,,,0.59,1.0,28.8,38,,,28.8,38,,,28.8,38,0.0,28.8,,,,28.8,28.8,,,,,,,,
Summer Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Educationnal,Classroom,,Naturally Ventilated,,,Male,22,,,,0.6,1.0,30.0,70,,,30.0,70,,,30.0,70,0.0,30.0,,,,30.0,30.0,,,,,,,,
Summer Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Male,22,,,,0.6,1.0,31.0,70,,,31.0,70,,,31.0,70,0.0,31.0,,,,31.0,31.0,,,,,,,,
Summer Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Male,22,,,,0.6,1.0,29.0,66,,,29.0,66,,,29.0,66,0.0,29.0,,,,29.0,29.0,,,,,,,,
Summer Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Educationnal,Classroom,,Naturally Ventilated,,,Male,22,,,,0.6,1.0,30.0,52,,,30.0,52,,,30.0,52,0.0,30.0,,,,30.0,30.0,,,,,,,,
Summer Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Educationnal,Classroom,,Naturally Ventilated,,,Male,22,,,,0.6,1.0,28.2,39,,,28.2,39,,,28.2,39,0.0,28.2,,,,28.2,28.2,,,,,,,,
Summer Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Educationnal,Classroom,,Naturally Ventilated,,,Male,22,,,,0.6,1.0,29.0,60,,,29.0,60,,,29.0,60,0.0,29.0,,,,29.0,29.0,,,,,,,,
Summer Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Male,22,,,,0.6,1.0,30.0,66,,,30.0,66,,,30.0,66,0.0,30.0,,,,30.0,30.0,,,,,,,,
Summer Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Male,22,,,,0.6,1.0,30.0,66,,,30.0,66,,,30.0,66,0.0,30.0,,,,30.0,30.0,,,,,,,,
Summer Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Male,21,,,,0.6,1.0,30.0,66,,,30.0,66,,,30.0,66,0.0,30.0,,,,30.0,30.0,,,,,,,,
Summer Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Male,21,,,,0.6,1.0,30.0,66,,,30.0,66,,,30.0,66,0.0,30.0,,,,30.0,30.0,,,,,,,,
Summer Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Male,21,,,,0.6,1.0,30.0,66,,,30.0,66,,,30.0,66,0.0,30.0,,,,30.0,30.0,,,,,,,,
Summer Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Male,21,,,,0.6,1.0,30.2,63,,,30.2,63,,,30.2,63,0.0,30.2,,,,30.2,30.2,,,,,,,,
Summer Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Male,21,,,,0.6,1.0,29.2,60,,,29.2,60,,,29.2,60,0.0,29.2,,,,29.2,29.2,,,,,,,,
Summer Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Male,21,,,,0.6,1.0,30.0,60,,,30.0,60,,,30.0,60,0.0,30.0,,,,30.0,30.0,,,,,,,,
Summer Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Male,21,,,,0.6,1.0,30.0,60,,,30.0,60,,,30.0,60,0.0,30.0,,,,30.0,30.0,,,,,,,,
Summer Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Male,22,,,,0.6,1.0,30.0,61,,,30.0,61,,,30.0,61,0.0,30.0,,,,30.0,30.0,,,,,,,,
Summer Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Male,21,,,,0.6,1.0,30.0,60,,,30.0,60,,,30.0,60,0.0,30.0,,,,30.0,30.0,,,,,,,,
Summer Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Male,21,,,,0.6,1.0,30.0,58,,,30.0,58,,,30.0,58,0.0,30.0,,,,30.0,30.0,,,,,,,,
Summer Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Male,22,,,,0.6,1.0,30.0,57,,,30.0,57,,,30.0,57,0.0,30.0,,,,30.0,30.0,,,,,,,,
Summer Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Male,22,,,,0.6,1.0,30.0,56,,,30.0,56,,,30.0,56,0.0,30.0,,,,30.0,30.0,,,,,,,,
Summer Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Male,22,,,,0.6,1.0,30.0,56,,,30.0,56,,,30.0,56,0.0,30.0,,,,30.0,30.0,,,,,,,,
Summer Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Male,22,,,,0.6,1.0,30.0,56,,,30.0,56,,,30.0,56,0.0,30.0,,,,30.0,30.0,,,,,,,,
Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Female,21,,,,0.45,1.0,23.2,63,,,23.2,63,,,23.2,63,0.0,23.2,,,,23.2,23.2,,,,,,,,
Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Residential,Bedroom,,Naturally Ventilated,,,Female,21,,,,1.05,1.0,25.0,50,,,25.0,50,,,25.0,50,0.0,25.0,,,,25.0,25.0,,,,,,,,
Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Residential,Bedroom,,Naturally Ventilated,,,Female,21,,,,0.45,1.0,24.0,56,,,24.0,56,,,24.0,56,0.0,24.0,,,,24.0,24.0,,,,,,,,
Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Residential,Bedroom,,Naturally Ventilated,,,Female,26,,,,0.67,1.0,24.8,50,,,24.8,50,,,24.8,50,0.0,24.8,,,,24.8,24.8,,,,,,,,
Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Residential,Bedroom,,Naturally Ventilated,,,Female,26,,,,0.67,1.0,24.0,55,,,24.0,55,,,24.0,55,0.0,24.0,,,,24.0,24.0,,,,,,,,
Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Residential,Bedroom,,Naturally Ventilated,,,Female,21,,,,0.45,1.0,23.4,58,,,23.4,58,,,23.4,58,0.0,23.4,,,,23.4,23.4,,,,,,,,
Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Residential,Bedroom,,Naturally Ventilated,,,Female,21,,,,0.45,1.0,23.9,60,,,23.9,60,,,23.9,60,0.0,23.9,,,,23.9,23.9,,,,,,,,
Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Residential,Bedroom,,Naturally Ventilated,,,Female,21,,,,0.6,1.0,25.2,53,,,25.2,53,,,25.2,53,0.0,25.2,,,,25.2,25.2,,,,,,,,
Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Residential,Bedroom,,Naturally Ventilated,,,Female,20,,,,0.74,1.0,24.9,53,,,24.9,53,,,24.9,53,0.0,24.9,,,,24.9,24.9,,,,,,,,
Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Residential,Bedroom,,Naturally Ventilated,,,Female,26,,,,0.74,1.0,25.7,51,,,25.7,51,,,25.7,51,0.0,25.7,,,,25.7,25.7,,,,,,,,
Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Residential,Bedroom,,Naturally Ventilated,,,Female,26,,,,0.74,1.0,25.9,56,,,25.9,56,,,25.9,56,0.0,25.9,,,,25.9,25.9,,,,,,,,
Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Residential,Bedroom,,Naturally Ventilated,,,Female,21,,,,0.74,1.0,24.7,58,,,24.7,58,,,24.7,58,0.0,24.7,,,,24.7,24.7,,,,,,,,
Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Residential,Bedroom,,Naturally Ventilated,,,Female,21,,,,0.74,1.0,25.0,58,,,25.0,58,,,25.0,58,0.0,25.0,,,,25.0,25.0,,,,,,,,
Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Residential,Bedroom,,Naturally Ventilated,,,Male,64,,,,1.05,1.0,25.4,52,,,25.4,52,,,25.4,52,0.0,25.4,,,,25.4,25.4,,,,,,,,
Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Residential,Bedroom,,Naturally Ventilated,,,Female,74,,,,0.67,1.0,25.5,50,,,25.5,50,,,25.5,50,0.0,25.5,,,,25.5,25.5,,,,,,,,
Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Residential,Bedroom,,Naturally Ventilated,,,Female,21,,,,0.74,1.0,25.2,54,,,25.2,54,,,25.2,54,0.0,25.2,,,,25.2,25.2,,,,,,,,
Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Residential,Bedroom,,Naturally Ventilated,,,Female,26,,,,1.05,1.0,24.9,66,,,24.9,66,,,24.9,66,0.0,24.9,,,,24.9,24.9,,,,,,,,
Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Residential,Bedroom,,Naturally Ventilated,,,Female,21,,,,0.74,1.0,24.6,56,,,24.6,56,,,24.6,56,0.0,24.6,,,,24.6,24.6,,,,,,,,
Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Residential,Bedroom,,Naturally Ventilated,,,Female,21,,,,0.6,1.0,24.3,55,,,24.3,55,,,24.3,55,0.0,24.3,,,,24.3,24.3,,,,,,,,
Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Residential,Bedroom,,Naturally Ventilated,,,Female,26,,,,1.05,1.0,23.9,55,,,23.9,55,,,23.9,55,0.0,23.9,,,,23.9,23.9,,,,,,,,
Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Residential,Bedroom,,Naturally Ventilated,,,Female,21,,,,0.6,1.0,24.4,59,,,24.4,59,,,24.4,59,0.0,24.4,,,,24.4,24.4,,,,,,,,
Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Female,22,,,,0.45,1.0,24.8,61,,,24.8,61,,,24.8,61,0.0,24.8,,,,24.8,24.8,,,,,,,,
Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Female,22,,,,0.42,1.0,24.9,58,,,24.9,58,,,24.9,58,0.0,24.9,,,,24.9,24.9,,,,,,,,
Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Female,20,,,,1.05,1.0,24.4,55,,,24.4,55,,,24.4,55,0.0,24.4,,,,24.4,24.4,,,,,,,,
Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Female,21,,,,1.05,1.0,24.5,57,,,24.5,57,,,24.5,57,0.0,24.5,,,,24.5,24.5,,,,,,,,
Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Female,19,,,,0.74,1.0,25.1,56,,,25.1,56,,,25.1,56,0.0,25.1,,,,25.1,25.1,,,,,,,,
Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Female,21,,,,1.05,1.0,25.2,56,,,25.2,56,,,25.2,56,0.0,25.2,,,,25.2,25.2,,,,,,,,
Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Female,21,,,,0.45,1.0,25.4,60,,,25.4,60,,,25.4,60,0.0,25.4,,,,25.4,25.4,,,,,,,,
Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Female,21,,,,0.6,1.0,24.7,55,,,24.7,55,,,24.7,55,0.0,24.7,,,,24.7,24.7,,,,,,,,
Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Female,21,,,,0.67,1.0,25.0,38,,,25.0,38,,,25.0,38,0.0,25.0,,,,25.0,25.0,,,,,,,,
Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Female,19,,,,0.74,1.0,25.7,40,,,25.7,40,,,25.7,40,0.0,25.7,,,,25.7,25.7,,,,,,,,
Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Educationnal,Classroom,,Naturally Ventilated,,,Female,21,,,,1.0,1.0,27.3,32,,,27.3,32,,,27.3,32,0.0,27.3,,,,27.3,27.3,,,,,,,,
Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Educationnal,Classroom,,Naturally Ventilated,,,Female,22,,,,1.05,1.0,24.0,43,,,24.0,43,,,24.0,43,0.0,24.0,,,,24.0,24.0,,,,,,,,
Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Educationnal,Classroom,,Naturally Ventilated,,,Female,20,,,,1.05,1.0,18.1,52,,,18.1,52,,,18.1,52,0.0,18.1,,,,18.1,18.1,,,,,,,,
Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Female,21,,,,1.05,1.0,23.4,52,,,23.4,52,,,23.4,52,0.0,23.4,,,,23.4,23.4,,,,,,,,
Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Female,19,,,,0.74,1.0,23.5,42,,,23.5,42,,,23.5,42,0.0,23.5,,,,23.5,23.5,,,,,,,,
Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Male,20,,,,1.05,1.0,25.1,47,,,25.1,47,,,25.1,47,0.0,25.1,,,,25.1,25.1,,,,,,,,
Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Educationnal,Classroom,,Naturally Ventilated,,,Male,18,,,,1.05,1.0,25.1,45,,,25.1,45,,,25.1,45,0.0,25.1,,,,25.1,25.1,,,,,,,,
Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Educationnal,Classroom,,Naturally Ventilated,,,Female,21,,,,0.6,1.0,23.7,54,,,23.7,54,,,23.7,54,0.0,23.7,,,,23.7,23.7,,,,,,,,
Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Educationnal,Classroom,,Naturally Ventilated,,,Female,20,,,,0.67,1.0,25.6,37,,,25.6,37,,,25.6,37,0.0,25.6,,,,25.6,25.6,,,,,,,,
Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Educationnal,Classroom,,Naturally Ventilated,,,Female,21,,,,1.05,1.0,23.5,56,,,23.5,56,,,23.5,56,0.0,23.5,,,,23.5,23.5,,,,,,,,
Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Female,21,,,,0.67,1.0,23.9,50,,,23.9,50,,,23.9,50,0.0,23.9,,,,23.9,23.9,,,,,,,,
Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Female,21,,,,0.45,1.0,24.5,63,,,24.5,63,,,24.5,63,0.0,24.5,,,,24.5,24.5,,,,,,,,
Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Male,21,,,,0.67,1.0,26.1,44,,,26.1,44,,,26.1,44,0.0,26.1,,,,26.1,26.1,,,,,,,,
Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Educationnal,Classroom,,Naturally Ventilated,,,Female,21,,,,0.67,1.0,23.9,50,,,23.9,50,,,23.9,50,0.0,23.9,,,,23.9,23.9,,,,,,,,
Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Female,22,,,,1.05,1.0,27.0,49,,,27.0,49,,,27.0,49,0.0,27.0,,,,27.0,27.0,,,,,,,,
Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Educationnal,Classroom,,Naturally Ventilated,,,Female,21,,,,0.45,1.0,24.5,64,,,24.5,64,,,24.5,64,0.0,24.5,,,,24.5,24.5,,,,,,,,
