Season,City,Climate Zone,Building Type,Building Function,Floors,Building Operation Mode,Room Length x Width (m^2),Room Height (m),Sex,Age,Height (m),Weight (kg),Living Years,Clothing Insulation (clo),Metabolic Rate (met),Indoor Air Temperature (¡æ),Indoor Relative Humidity (%),Indoor Air Velocity (m/s),Globe Temperature (¡æ),Indoor Air Temperature 1 (¡æ),Indoor Relative Humidity 1 (%),Indoor Air Velocity 1 (m/s),Globe Temperature 1 (¡æ),Indoor Air Temperature 2 (¡æ),Indoor Relative Humidity 2 (%),Indoor Air Velocity 2 (m/s),Globe Temperature 2 (¡æ),Roof Temperature (¡æ),Wall Temperature (¡æ),Floor Temperature (¡æ),Operative Temperature (¡æ),Mean Radiant Temperature (¡æ),Radiant Temperature Asymmetry (¡æ),PMV,PPD,Real-Time Outdoor Temperature (¡æ),Mean Daily Outdoor Temperature (¡æ),Monthly Mean Outdoor Temperature (¡æ),7-Day Running Mean Outdoor Temperature (¡æ),15-Day Running Mean Outdoor Temperature (¡æ),Mean Daily Outdoor Relative Humidity (%),Mean Daily Outdoor Air Velocity (m/s)
Winter Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Female,47,,,,2.28,1.0,11.0,38,,,11.0,38,,,11.0,38,0.0,11.0,,,,11.0,11.0,,-0.91,22.54,,,,,,,
Winter Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Female,47,,,,2.28,1.0,9.0,44,,,9.0,44,,,9.0,44,0.0,9.0,,,,9.0,9.0,,-1.2,35.53,,,,,,,
Winter Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Female,47,,,,2.28,1.0,9.2,61,,,9.2,61,,,9.2,61,0.0,9.2,,,,9.2,9.2,,-1.12,31.61,,,,,,,
Winter Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Female,47,,,,2.28,1.0,8.0,45,,,8.0,45,,,8.0,45,0.0,8.0,,,,8.0,8.0,,-1.36,43.37,,,,,,,
Winter Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Female,47,,,,2.28,1.0,8.5,49,,,8.5,49,,,8.5,49,0.0,8.5,,,,8.5,8.5,,-1.27,38.71,,,,,,,
Winter Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Female,47,,,,2.28,1.0,8.2,39,,,8.2,39,,,8.2,39,0.0,8.2,,,,8.2,8.2,,-1.34,42.63,,,,,,,
Winter Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Female,47,,,,2.28,1.0,7.2,65,,,7.2,65,,,7.2,65,0.0,7.2,,,,7.2,7.2,,-1.43,47.17,,,,,,,
Winter Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Female,47,,,,2.28,1.0,8.2,58,,,8.2,58,,,8.2,58,0.0,8.2,,,,8.2,8.2,,-1.29,39.8,,,,,,,
Winter Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Female,47,,,,2.28,1.0,8.5,40,,,8.5,40,,,8.5,40,0.0,8.5,,,,8.5,8.5,,-1.29,40.06,,,,,,,
Winter Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Female,47,,,,2.28,1.0,10.2,63,,,10.2,63,,,10.2,63,0.0,10.2,,,,10.2,10.2,,-0.95,24.25,,,,,,,
Winter Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Female,47,,,,2.28,1.0,12.5,36,,,12.5,36,,,12.5,36,0.0,12.5,,,,12.5,12.5,,-0.68,14.88,,,,,,,
Winter Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Female,47,,,,2.28,1.0,10.0,56,,,10.0,56,,,10.0,56,0.0,10.0,,,,10.0,10.0,,-1.01,26.53,,,,,,,
Winter Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Female,47,,,,2.28,1.0,8.5,62,,,8.5,62,,,8.5,62,0.0,8.5,,,,8.5,8.5,,-1.23,36.8,,,,,,,
Winter Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Female,47,,,,2.28,1.0,8.8,70,,,8.8,70,,,8.8,70,0.0,8.8,,,,8.8,8.8,,-1.16,33.29,,,,,,,
Winter Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Female,47,,,,2.28,1.0,10.5,43,,,10.5,43,,,10.5,43,0.0,10.5,,,,10.5,10.5,,-0.97,25.0,,,,,,,
Winter Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Female,47,,,,2.28,1.0,10.7,37,,,10.7,37,,,10.7,37,0.0,10.7,,,,10.7,10.7,,-0.96,24.54,,,,,,,
Winter Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Female,47,,,,2.28,1.0,9.0,60,,,9.0,60,,,9.0,60,0.0,9.0,,,,9.0,9.0,,-1.15,33.19,,,,,,,
Winter Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Female,47,,,,2.28,1.0,9.5,61,,,9.5,61,,,9.5,61,0.0,9.5,,,,9.5,9.5,,-1.07,29.4,,,,,,,
Winter Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Female,47,,,,2.28,1.0,15.2,31,,,15.2,31,,,15.2,31,0.0,15.2,,,,15.2,15.2,,-0.28,6.65,,,,,,,
Winter Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Female,47,,,,2.28,1.0,11.5,32,,,11.5,32,,,11.5,32,0.0,11.5,,,,11.5,11.5,,-0.85,20.52,,,,,,,
Winter Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Female,47,,,,2.28,1.0,10.0,50,,,10.0,50,,,10.0,50,0.0,10.0,,,,10.0,10.0,,-1.03,27.36,,,,,,,
Winter Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Female,47,,,,2.28,1.0,10.5,58,,,10.5,58,,,10.5,58,0.0,10.5,,,,10.5,10.5,,-0.92,22.98,,,,,,,
Winter Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Female,47,,,,2.28,1.0,11.5,27,,,11.5,27,,,11.5,27,0.0,11.5,,,,11.5,11.5,,-0.87,21.17,,,,,,,
Winter Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Female,47,,,,2.28,1.0,15.2,27,,,15.2,27,,,15.2,27,0.0,15.2,,,,15.2,15.2,,-0.3,6.84,,,,,,,
Winter Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Female,47,,,,2.28,1.0,14.5,28,,,14.5,28,,,14.5,28,0.0,14.5,,,,14.5,14.5,,-0.4,8.39,,,,,,,
Winter Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Female,47,,,,2.28,1.0,12.5,33,,,12.5,33,,,12.5,33,0.0,12.5,,,,12.5,12.5,,-0.69,15.21,,,,,,,
Winter Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Female,47,,,,2.28,1.0,11.2,32,,,11.2,32,,,11.2,32,0.0,11.2,,,,11.2,11.2,,-0.9,22.14,,,,,,,
Winter Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Female,47,,,,2.28,1.0,14.5,39,,,14.5,39,,,14.5,39,0.0,14.5,,,,14.5,14.5,,-0.35,7.64,,,,,,,
Winter Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Female,47,,,,2.28,1.0,15.5,25,,,15.5,25,,,15.5,25,0.0,15.5,,,,15.5,15.5,,-0.26,6.44,,,,,,,
Winter Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Female,47,,,,2.28,1.0,12.8,57,,,12.8,57,,,12.8,57,0.0,12.8,,,,12.8,12.8,,-0.55,11.49,,,,,,,
Winter Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Female,47,,,,2.28,1.0,14.0,49,,,14.0,49,,,14.0,49,0.0,14.0,,,,14.0,14.0,,-0.39,8.23,,,,,,,
Winter Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Female,47,,,,2.28,1.0,15.5,40,,,15.5,40,,,15.5,40,0.0,15.5,,,,15.5,15.5,,-0.19,5.76,,,,,,,
Winter Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Female,47,,,,2.28,1.0,15.5,35,,,15.5,35,,,15.5,35,0.0,15.5,,,,15.5,15.5,,-0.22,5.97,,,,,,,
Winter Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Female,47,,,,2.28,1.0,12.8,40,,,12.8,40,,,12.8,40,0.0,12.8,,,,12.8,12.8,,-0.62,13.15,,,,,,,
Winter Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Female,47,,,,2.28,1.0,11.0,60,,,11.0,60,,,11.0,60,0.0,11.0,,,,11.0,11.0,,-0.83,19.73,,,,,,,
Winter Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Female,47,,,,2.28,1.0,13.2,50,,,13.2,50,,,13.2,50,0.0,13.2,,,,13.2,13.2,,-0.52,10.64,,,,,,,
Winter Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Female,47,,,,2.28,1.0,13.2,45,,,13.2,45,,,13.2,45,0.0,13.2,,,,13.2,13.2,,-0.54,11.09,,,,,,,
Winter Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Female,47,,,,2.28,1.0,12.5,57,,,12.5,57,,,12.5,57,0.0,12.5,,,,12.5,12.5,,-0.6,12.7,,,,,,,
Winter Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Female,47,,,,2.28,1.0,12.0,60,,,12.0,60,,,12.0,60,0.0,12.0,,,,12.0,12.0,,-0.67,14.62,,,,,,,
Winter Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Female,47,,,,2.28,1.0,13.5,58,,,13.5,58,,,13.5,58,0.0,13.5,,,,13.5,13.5,,-0.44,8.99,,,,,,,
Winter Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Female,47,,,,2.28,1.0,15.0,44,,,15.0,44,,,15.0,44,0.0,15.0,,,,15.0,15.0,,-0.25,6.33,,,,,,,
Winter Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Female,47,,,,2.28,1.0,15.0,43,,,15.0,43,,,15.0,43,0.0,15.0,,,,15.0,15.0,,-0.26,6.38,,,,,,,
Winter Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Female,47,,,,2.28,1.0,12.5,67,,,12.5,67,,,12.5,67,0.0,12.5,,,,12.5,12.5,,-0.57,11.75,,,,,,,
Winter Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Female,47,,,,2.28,1.0,14.2,63,,,14.2,63,,,14.2,63,0.0,14.2,,,,14.2,14.2,,-0.3,6.88,,,,,,,
Winter Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Female,47,,,,2.28,1.0,16.5,38,,,16.5,38,,,16.5,38,0.0,16.5,,,,16.5,16.5,,-0.04,5.03,,,,,,,
Winter Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Female,47,,,,2.28,1.0,15.0,43,,,15.0,43,,,15.0,43,0.0,15.0,,,,15.0,15.0,,-0.26,6.38,,,,,,,
Winter Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Female,47,,,,2.28,1.0,14.0,67,,,14.0,67,,,14.0,67,0.0,14.0,,,,14.0,14.0,,-0.32,7.1,,,,,,,
Winter Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Female,47,,,,2.28,1.0,17.2,39,,,17.2,39,,,17.2,39,0.0,17.2,,,,17.2,17.2,,0.08,5.13,,,,,,,
Winter Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Female,47,,,,2.28,1.0,17.2,36,,,17.2,36,,,17.2,36,0.0,17.2,,,,17.2,17.2,,0.06,5.08,,,,,,,
Winter Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Female,47,,,,2.28,1.0,16.0,54,,,16.0,54,,,16.0,54,0.0,16.0,,,,16.0,16.0,,-0.04,5.04,,,,,,,
Winter Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Female,47,,,,2.28,1.0,18.2,44,,,18.2,44,,,18.2,44,0.0,18.2,,,,18.2,18.2,,0.27,6.47,,,,,,,
Winter Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Female,47,,,,2.28,1.0,19.0,38,,,19.0,38,,,19.0,38,0.0,19.0,,,,19.0,19.0,,0.37,7.8,,,,,,,
Winter Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Female,47,,,,2.28,1.0,16.5,43,,,16.5,43,,,16.5,43,0.0,16.5,,,,16.5,16.5,,-0.01,5.0,,,,,,,
Winter Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Female,47,,,,2.28,1.0,14.5,55,,,14.5,55,,,14.5,55,0.0,14.5,,,,14.5,14.5,,-0.28,6.69,,,,,,,
Winter Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Female,47,,,,2.28,1.0,19.0,28,,,19.0,28,,,19.0,28,0.0,19.0,,,,19.0,19.0,,0.31,6.99,,,,,,,
Winter Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Female,47,,,,2.28,1.0,18.2,34,,,18.2,34,,,18.2,34,0.0,18.2,,,,18.2,18.2,,0.21,5.93,,,,,,,
Winter Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Female,47,,,,2.28,1.0,11.5,37,,,11.5,37,,,11.5,37,0.0,11.5,,,,11.5,11.5,,-0.84,19.87,,,,,,,
Winter Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Female,47,,,,2.28,1.0,12.5,69,,,12.5,69,,,12.5,69,0.0,12.5,,,,12.5,12.5,,-0.56,11.59,,,,,,,
Winter Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Female,47,,,,2.28,1.0,16.5,40,,,16.5,40,,,16.5,40,0.0,16.5,,,,16.5,16.5,,-0.03,5.02,,,,,,,
Winter Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Female,47,,,,2.28,1.0,9.0,57,,,9.0,57,,,9.0,57,0.0,9.0,,,,9.0,9.0,,-1.16,33.68,,,,,,,
Winter Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Female,47,,,,2.28,1.0,9.0,57,,,9.0,57,,,9.0,57,0.0,9.0,,,,9.0,9.0,,-1.16,33.68,,,,,,,
Winter Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Female,47,,,,2.28,1.0,6.5,62,,,6.5,62,,,6.5,62,0.0,6.5,,,,6.5,6.5,,-1.55,53.7,,,,,,,
Winter Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Female,47,,,,2.28,1.0,10.0,59,,,10.0,59,,,10.0,59,0.0,10.0,,,,10.0,10.0,,-1.0,26.16,,,,,,,
Winter Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Female,47,,,,2.28,1.0,11.2,49,,,11.2,49,,,11.2,49,0.0,11.2,,,,11.2,11.2,,-0.84,19.97,,,,,,,
Winter Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Female,47,,,,2.28,1.0,13.5,47,,,13.5,47,,,13.5,47,0.0,13.5,,,,13.5,13.5,,-0.48,9.87,,,,,,,
Winter Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Female,47,,,,2.28,1.0,15.5,39,,,15.5,39,,,15.5,39,0.0,15.5,,,,15.5,15.5,,-0.19,5.79,,,,,,,
Winter Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Female,47,,,,2.28,1.0,11.0,55,,,11.0,55,,,11.0,55,0.0,11.0,,,,11.0,11.0,,-0.85,20.37,,,,,,,
Winter Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Female,47,,,,2.28,1.0,9.0,47,,,9.0,47,,,9.0,47,0.0,9.0,,,,9.0,9.0,,-1.19,35.14,,,,,,,
Winter Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Female,47,,,,2.28,1.0,9.5,56,,,9.5,56,,,9.5,56,0.0,9.5,,,,9.5,9.5,,-1.09,30.09,,,,,,,
Winter Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Female,47,,,,2.28,1.0,7.0,59,,,7.0,59,,,7.0,59,0.0,7.0,,,,7.0,7.0,,-1.48,49.82,,,,,,,
Winter Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Female,47,,,,2.28,1.0,9.0,59,,,9.0,59,,,9.0,59,0.0,9.0,,,,9.0,9.0,,-1.16,33.39,,,,,,,
Winter Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Female,47,,,,2.28,1.0,11.5,44,,,11.5,44,,,11.5,44,0.0,11.5,,,,11.5,11.5,,-0.81,19.02,,,,,,,
Winter Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Female,47,,,,2.28,1.0,12.0,40,,,12.0,40,,,12.0,40,0.0,12.0,,,,12.0,12.0,,-0.75,16.86,,,,,,,
Winter Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Female,47,,,,2.28,1.0,8.0,37,,,8.0,37,,,8.0,37,0.0,8.0,,,,8.0,8.0,,-1.38,44.7,,,,,,,
Winter Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Female,47,,,,2.28,1.0,13.0,40,,,13.0,40,,,13.0,40,0.0,13.0,,,,13.0,13.0,,-0.59,12.33,,,,,,,
Winter Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Female,47,,,,2.28,1.0,12.0,43,,,12.0,43,,,12.0,43,0.0,12.0,,,,12.0,12.0,,-0.74,16.51,,,,,,,
Winter Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Female,47,,,,2.28,1.0,9.0,52,,,9.0,52,,,9.0,52,0.0,9.0,,,,9.0,9.0,,-1.18,34.41,,,,,,,
Winter Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Female,47,,,,2.28,1.0,15.0,36,,,15.0,36,,,15.0,36,0.0,15.0,,,,15.0,15.0,,-0.29,6.74,,,,,,,
Winter Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Female,47,,,,2.28,1.0,15.0,43,,,15.0,43,,,15.0,43,0.0,15.0,,,,15.0,15.0,,-0.26,6.38,,,,,,,
Winter Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Female,47,,,,2.28,1.0,14.2,42,,,14.2,42,,,14.2,42,0.0,14.2,,,,14.2,14.2,,-0.39,8.19,,,,,,,
Winter Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Female,47,,,,2.28,1.0,12.0,50,,,12.0,50,,,12.0,50,0.0,12.0,,,,12.0,12.0,,-0.71,15.71,,,,,,,
Winter Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Female,47,,,,2.28,1.0,11.0,42,,,11.0,42,,,11.0,42,0.0,11.0,,,,11.0,11.0,,-0.9,22.05,,,,,,,
Winter Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Female,47,,,,1.58,1.0,17.5,31,,,17.5,31,,,17.5,31,0.0,17.5,,,,17.5,17.5,,-0.62,13.17,,,,,,,
Winter Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Female,47,,,,1.58,1.0,17.0,40,,,17.0,40,,,17.0,40,0.0,17.0,,,,17.0,17.0,,-0.68,14.7,,,,,,,
Winter Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Female,47,,,,1.58,1.0,17.5,40,,,17.5,40,,,17.5,40,0.0,17.5,,,,17.5,17.5,,-0.57,11.96,,,,,,,
Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Female,47,,,,1.58,1.0,13.0,50,,,13.0,50,,,13.0,50,0.0,13.0,,,,13.0,13.0,,-1.45,48.52,,,,,,,
Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Female,47,,,,1.58,1.0,15.5,46,,,15.5,46,,,15.5,46,0.0,15.5,,,,15.5,15.5,,-0.96,24.42,,,,,,,
Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Female,47,,,,1.58,1.0,16.0,54,,,16.0,54,,,16.0,54,0.0,16.0,,,,16.0,16.0,,-0.81,19.09,,,,,,,
Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Female,47,,,,1.58,1.0,15.0,60,,,15.0,60,,,15.0,60,0.0,15.0,,,,15.0,15.0,,-1.0,26.07,,,,,,,
Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Female,47,,,,1.58,1.0,18.2,53,,,18.2,53,,,18.2,53,0.0,18.2,,,,18.2,18.2,,-0.36,7.7,,,,,,,
Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Female,47,,,,1.58,1.0,17.5,26,,,17.5,26,,,17.5,26,0.0,17.5,,,,17.5,17.5,,-0.65,13.88,,,,,,,
Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Female,47,,,,1.58,1.0,18.5,30,,,18.5,30,,,18.5,30,0.0,18.5,,,,18.5,18.5,,-0.42,8.79,,,,,,,
Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Female,47,,,,2.28,1.0,14.0,38,,,14.0,38,,,14.0,38,0.0,14.0,,,,14.0,14.0,,-0.44,9.03,,,,,,,
Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Female,47,,,,2.28,1.0,16.0,39,,,16.0,39,,,16.0,39,0.0,16.0,,,,16.0,16.0,,-0.12,5.28,,,,,,,
Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Female,47,,,,2.28,1.0,18.0,30,,,18.0,30,,,18.0,30,0.0,18.0,,,,18.0,18.0,,0.16,5.51,,,,,,,
Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Female,47,,,,2.28,1.0,18.2,31,,,18.2,31,,,18.2,31,0.0,18.2,,,,18.2,18.2,,0.19,5.79,,,,,,,
Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Female,47,,,,2.28,1.0,14.0,43,,,14.0,43,,,14.0,43,0.0,14.0,,,,14.0,14.0,,-0.42,8.64,,,,,,,
Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Female,47,,,,2.28,1.0,15.5,42,,,15.5,42,,,15.5,42,0.0,15.5,,,,15.5,15.5,,-0.18,5.68,,,,,,,
Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Female,47,,,,2.28,1.0,18.0,46,,,18.0,46,,,18.0,46,0.0,18.0,,,,18.0,18.0,,0.24,6.24,,,,,,,
Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Female,47,,,,2.28,1.0,18.5,32,,,18.5,32,,,18.5,32,0.0,18.5,,,,18.5,18.5,,0.25,6.3,,,,,,,
Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Female,21,,,,0.69,1.0,20.0,64,,,20.0,64,,,20.0,64,0.0,20.0,,,,20.0,20.0,,-1.54,53.52,,,,,,,
